,title,price,link
25,"Redmi Note 12 Pro 5G (Onyx Black, 8GB RAM, 256GB Storage)  ","26,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3Nzk2MDU1ODU5MzU4MTc4OjE3MTk1MDA5NDU6c3BfbXRmOjMwMDEwNjc2MzU4MjkzMjo6MDo6&url=%2FRedmi-Note-Black-256GB-Storage%2Fdp%2FB0BS3RGK3Q%2Fref%3Dsr_1_92_sspa%3Fcrid%3D1SQAEFHO42WD4%26dib%3DeyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1719500945%26sprefix%3Dlaptop%252Caps%252C302%26sr%3D8-92-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
26,"OnePlus 11R 5G (Solar Red, 8GB RAM, 128GB Storage)  ","28,999",https://amazon.in//OnePlus-11R-Solar-128GB-Storage/dp/B0CZDV8P9T/ref=sr_1_93?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-93
27,"Redmi A3 (Midnight Black, 3GB RAM, 64GB Storage) | Premium Halo Design | 90Hz Display | Powerful 4G G36 Processor  ","6,999",https://amazon.in//Redmi-Midnight-Storage-Powerful-Processor/dp/B0CV3DZ1HM/ref=sr_1_94?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-94
28,"Motorola G84 5G (Viva Magenta, 12GB RAM, 256GB Storage) | 50MP (OIS) | 16MP Front Camera | Snapdragon 695 Processor | Ultra Premium Vegan Leather Design | Unbelievable 5G Speeds with 14 5G Bands  ","20,519",https://amazon.in//Motorola-12GB-256GB-Storage-Magenta/dp/B0CJYDKYRR/ref=sr_1_95?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-95
29,"OnePlus 12R (Iron Gray, 16GB RAM, 256GB Storage)  ","45,999",https://amazon.in//OnePlus-Iron-Gray-256GB-Storage/dp/B0CQYNM3ZF/ref=sr_1_96?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-96
30,"Micromax in 2B (Black, 4GB RAM, 64GB Storage)  ","5,999",https://amazon.in//Micromax-Black-4GB-64GB-Storage/dp/B09RV5YBJW/ref=sr_1_97?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-97
31,"Motorola G34 5G (Charcoal Black, 8GB RAM, 128GB Storage)  ","12,580",https://amazon.in//Motorola-Charcoal-Black-128GB-Storage/dp/B0CSJZNV4Q/ref=sr_1_98?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-98
32,"(Refurbished) Redmi Go (Blue 8GB ROM, 1GB RAM)  ","3,999",https://amazon.in//Renewed-Redmi-Blue-8GB-ROM/dp/B07V9D7QW7/ref=sr_1_99?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-99
33,"vivo Y18e (Space Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers | without Charger  ","7,999",https://amazon.in//Storage-Additional-Exchange-without-Charger/dp/B07WDKLPFM/ref=sr_1_100?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI&dib_tag=se&keywords=mobile&qid=1719500945&sprefix=laptop%2Caps%2C302&sr=8-100
34,POCO M6 Pro 5G (128 GB) (6 GB RAM) (Power Black)  ,"9,999",https://amazon.in//POCO-Power-Black-128GB-Storage/dp/B0CDRVG19T/ref=sr_1_14?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.6eZbYIIZyxIBxbO1IyRzR98MvlUe77MITh5xt1WMook3_mybeYR57hMnOIsDMvq1F5WANJL_DZM_Enh8hiTjBlhouZzmRYPUTRcCf-6tS2aZtT3IHT_6fFeJyZCx9lXDRa4U--VBibOTeqB6-jVbHft3tzGhD3Q4mBpsp93Hl4PPMo1ODU2hg1o0J9NMOzX1aoQSro9EWyV1mILVD7FekXra4BeGM1c6YDYG-XQE7Lo.q74mP0xOlBWVcthU47IyLlNuD-QXxO6fna3V5mKEskQ&dib_tag=se&keywords=mobile&qid=1719500907&sprefix=laptop%2Caps%2C302&sr=8-14
35,"Redmi 12 (Moonstone Silver,6GB RAM, 128GB Storage)  ","9,999",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3Nzk2MDU1ODU5MzU4MTc4OjE3MTk1MDA5NDU6c3BfYnRmOjMwMDEzNDU4OTI5NjAzMjo6MDo6&url=%2FRedmi-Moonstone-Silver-128GB-Storage%2Fdp%2FB0CDQ8P8S4%2Fref%3Dsr_1_101_sspa%3Fcrid%3D1SQAEFHO42WD4%26dib%3DeyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1719500945%26sprefix%3Dlaptop%252Caps%252C302%26sr%3D8-101-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
36,"Redmi Note 12 Pro+ 5G (Iceberg Blue, 8GB RAM, 256GB Storage)  ","28,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3Nzk2MDU1ODU5MzU4MTc4OjE3MTk1MDA5NDU6c3BfYnRmOjMwMDEwNjc2MzU4MTkzMjo6MDo6&url=%2FRedmi-Note-Iceberg-256GB-Storage%2Fdp%2FB0BRVJ54ZP%2Fref%3Dsr_1_102_sspa%3Fcrid%3D1SQAEFHO42WD4%26dib%3DeyJ2IjoiMSJ9.f_sVQOxdUNDkc5qlxRMNj-GHADlF2jV1tATkS_B7RnBfacmavBq2m_1naw_s55z8WmvKPbZPgm4xQpplzhpdI2TwjjNQVvnbWeVbXxQbs8YquEufnuHocKRx3QZDZfk-pkP7JwggIlIUWc9QzQf95MWxztaKYMUqfS7MxKmbPW1C9jhNOoXvgYSXhVJXfVgoUQ0-557FgIBLZrjyZCGsaiiTPozpkmyaH1PPc2YV9bY.MO9ngfD9oULIKbU6LyCuKP4LVIboSayFBWzzVFF_LVI%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1719500945%26sprefix%3Dlaptop%252Caps%252C302%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
37,Apple iPhone 14 (128 GB) - Blue  ,"62,800",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNzQ4Njg4MzEwNDQ2MTc4OjE3MTk1MDA5NTM6c3BfYXRmX25leHQ6MjAxMTEyMTEyNDc2OTg6OjA6Og&url=%2FApple-iPhone-14-128GB-Blue%2Fdp%2FB0BDK62PDX%2Fref%3Dsr_1_97_sspa%3Fcrid%3D1SQAEFHO42WD4%26dib%3DeyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1719500953%26sprefix%3Dlaptop%252Caps%252C302%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
38,Apple iPhone 15 Pro (128 GB) - Natural Titanium  ,"1,27,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNzQ4Njg4MzEwNDQ2MTc4OjE3MTk1MDA5NTM6c3BfYXRmX25leHQ6MzAwMDU3NTk0NTM5MzMyOjowOjo&url=%2FApple-iPhone-15-Pro-128%2Fdp%2FB0CHX7J4TL%2Fref%3Dsr_1_98_sspa%3Fcrid%3D1SQAEFHO42WD4%26dib%3DeyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1719500953%26sprefix%3Dlaptop%252Caps%252C302%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
39,"POCO M6 5G (Orion Blue, 4GB RAM, 128GB Storage)  ","8,999",https://amazon.in//POCO-Orion-Blue-128GB-Storage/dp/B0CQVSKCBW/ref=sr_1_99?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY&dib_tag=se&keywords=mobile&qid=1719500953&sprefix=laptop%2Caps%2C302&sr=8-99
40,"vivo Y18e (Space Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers | without Charger  ","7,999",https://amazon.in//Storage-Additional-Exchange-without-Charger/dp/B07WDKLPFM/ref=sr_1_100?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY&dib_tag=se&keywords=mobile&qid=1719500953&sprefix=laptop%2Caps%2C302&sr=8-100
41,"Reno 10 Pro+ 5G Smartphone (Glossy Purple, 12GB RAM, 256GB Storage)  ","49,999",https://amazon.in//Pro-5G-Glossy-Storage-Smartphone/dp/B0CMXRPWH4/ref=sr_1_103?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY&dib_tag=se&keywords=mobile&qid=1719500953&sprefix=laptop%2Caps%2C302&sr=8-103
42,"realme NARZO 70 5G (Forest Green,6GB RAM, 128GB Storage | Dimensity 7050 5G Chipset | 120Hz AMOLED Display | 50MP Primary Camera | 45W Charger in The Box  ","15,999",https://amazon.in//realme-Storage-Dimensity-Chipset-Display/dp/B0CZS4VHP4/ref=sr_1_104?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY&dib_tag=se&keywords=mobile&qid=1719500953&sprefix=laptop%2Caps%2C302&sr=8-104
43,"Redmi 13C (Starfrost White, 4GB RAM, 128GB Storage) | Powered by 4G MediaTek Helio G85 | 90Hz Display | 50MP AI Triple Camera  ","7,698",https://amazon.in//Starfrost-Storage-Powered-MediaTek-Display/dp/B0CMTY5P4V/ref=sr_1_15?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.6eZbYIIZyxIBxbO1IyRzR98MvlUe77MITh5xt1WMook3_mybeYR57hMnOIsDMvq1F5WANJL_DZM_Enh8hiTjBlhouZzmRYPUTRcCf-6tS2aZtT3IHT_6fFeJyZCx9lXDRa4U--VBibOTeqB6-jVbHft3tzGhD3Q4mBpsp93Hl4PPMo1ODU2hg1o0J9NMOzX1aoQSro9EWyV1mILVD7FekXra4BeGM1c6YDYG-XQE7Lo.q74mP0xOlBWVcthU47IyLlNuD-QXxO6fna3V5mKEskQ&dib_tag=se&keywords=mobile&qid=1719500907&sprefix=laptop%2Caps%2C302&sr=8-15
44,"realme narzo N55 (Prime Black, 6GB+128GB) 33W Segment Fastest Charging | Super High-res 64MP Primary AI Camera  ","10,550",https://amazon.in//realme-Segment-Fastest-Charging-High-res/dp/B0BZ48H8JX/ref=sr_1_105?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY&dib_tag=se&keywords=mobile&qid=1719500953&sprefix=laptop%2Caps%2C302&sr=8-105
45,Apple iPhone 15 Plus (128 GB) - Black  ,"81,999",https://amazon.in//Apple-iPhone-15-Plus-128/dp/B0CHXCR9CX/ref=sr_1_106?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY&dib_tag=se&keywords=mobile&qid=1719500953&sprefix=laptop%2Caps%2C302&sr=8-106
46,Apple iPhone 14 Plus (128 GB) - Midnight  ,"64,999",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNzQ4Njg4MzEwNDQ2MTc4OjE3MTk1MDA5NTM6c3BfbXRmOjIwMTExMjExMjQzNzk4OjowOjo&url=%2FApple-iPhone-Plus-128GB-Midnight%2Fdp%2FB0BDJKL7KM%2Fref%3Dsr_1_107_sspa%3Fcrid%3D1SQAEFHO42WD4%26dib%3DeyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1719500953%26sprefix%3Dlaptop%252Caps%252C302%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
47,"Redmi Note 13 Pro+ (Fusion White, 8GB RAM, 256GB Storage) | World's first Mediatek 7200 Ultra 5G | 200MP Hi-Res Camera | 1.5K Curved AMOLED | 120W HyperCharge  ","30,999",https://amazon.in//sspa/click?ie=UTF8&spc=MToxNzQ4Njg4MzEwNDQ2MTc4OjE3MTk1MDA5NTM6c3BfbXRmOjMwMDE1MjgxMjczODUzMjo6MDo6&url=%2FRedmi-Fusion-Storage-Mediatek-HyperCharge%2Fdp%2FB0CRQ838Z9%2Fref%3Dsr_1_108_sspa%3Fcrid%3D1SQAEFHO42WD4%26dib%3DeyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1719500953%26sprefix%3Dlaptop%252Caps%252C302%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
48,"iQOO Z6 Lite 5G (Stellar Green, 6GB RAM, 128GB Storage) with Charger | Qualcomm Snapdragon 4 Gen 1 Processor | 120Hz FHD+ Display | Travel Adaptor Included in The Box  ","15,499",https://amazon.in//iQOO-Stellar-Snapdragon-Segment-Included/dp/B07WHSR1NR/ref=sr_1_109?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY&dib_tag=se&keywords=mobile&qid=1719500953&sprefix=laptop%2Caps%2C302&sr=8-109
49,"Oneplus Nord CE4 (Celadon Marble, 8Gb Ram, 256Gb Storage), Sea Green  ","26,998",https://amazon.in//Oneplus-Celadon-Marble-256Gb-Storage/dp/B0CX59SD6C/ref=sr_1_110?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY&dib_tag=se&keywords=mobile&qid=1719500953&sprefix=laptop%2Caps%2C302&sr=8-110
50,"Motorola G64 5G (Ice Lilac, 8GB RAM, 128GB Storage) | Expandable Upto 2TB | Upto 16GB RAM with RAM Boost | 50MP (OIS) + 8MP | 16MP Front Camera | MediaTek Dimensity 7025 Processor | 6000 mAh Battery  ","14,924",https://amazon.in//Motorola-Expandable-MediaTek-Dimensity-Processor/dp/B0D3BKCX5Q/ref=sr_1_111?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY&dib_tag=se&keywords=mobile&qid=1719500953&sprefix=laptop%2Caps%2C302&sr=8-111
51,"realme NARZO 70x 5G (Forest Green, 8GB RAM,128GB Storage) | 120Hz Ultra Smooth Display | Dimensity 6100+ 6nm 5G | 50MP AI Camera | 45W Charger in The Box  ","14,998",https://amazon.in//realme-Storage-Display-Dimensity-Charger/dp/B0D3WVGD5H/ref=sr_1_112?crid=1SQAEFHO42WD4&dib=eyJ2IjoiMSJ9.UirMidKDlkzcopMvoHp418qBOtAo6XNTzfjhlFaYuwiruSfpj3QLlQ2iKsjCMspNSM8ArsQ-jDWSTX0P2JURtZuUpnSK3_M8Bi_6gG0czZrkLP5D-atcQSYLQ2fGvsg233cGv7n58Xx7IvbJskmuo8pLU0d8emJFudpRkXe_aFwmaf2M_tTeD6qDL0YvOPOAS49Inv1u8bp8P-EyE3vrgboySO2jv8rLStpRhoSC0XU.1TGtslc-GURJCYHicn8L6fg-vbSS6CrtyfzRXFlT3qY&dib_tag=se&keywords=mobile&qid=1719500953&sprefix=laptop%2Caps%2C302&sr=8-112
